Tier,Ranking,Auditor Name,Website,Audits,Traffic Score,Professional Evaluation,Monthly Visit,Number of Employees,Short Description,LinkedIn,Twitter,Contact Email,Locations,Audits Completed,Founded Year
3,72,Guardian Solidity Lab,https://lab.guardianaudits.com/,https://github.com/GuardianAudits/SolidityLabAudits/tree/main,1,1.0,803,11-50,"Programmable blockchain infrastructure, for gaming and on-chain finance.",https://www.linkedin.com/company/guardian-labs/,https://twitter.com/guardian_labs,,"London,England,United Kingdom,Europe",,
3,62,Byterocket,https://byterocket.com/,https://byterocket.com/audits,1,1.0,1700,1-10," ready for lift-off? we deliver simple, elegant solutions to complex problems,  Show more ",https://www.linkedin.com/company/70431135,https://twitter.com/byterocket,,Germany,32 (Apr 2020 - Oct 2022),2020
3,70,Distributed Lab,https://distributedlab.com/,https://github.com/dl-solidity-library/audits,1,1.0,2200,11-50, distributed lab is a blockchain expertise center ,https://www.linkedin.com/company/10031474,https://www.twitter.com/distributedlab,contact@distributedlab.com,"Kyiv,Kyyiv,Ukraine,Europe",Designed and launched over 150 blockchain projects,2014
3,65,RD Auditors,https://www.rdauditors.com/,https://www.rdauditors.com/audits/,1,1.0,2700,11-50, we are leaders in blockchain security focused on solidity and rust smart contracts audits  Show more ,,https://twitter.com/rdauditors,,,,
3,79,Chainsulting,https://chainsulting.de/,https://github.com/chainsulting/Smart-Contract-Security-Audits,1,1.0,2700,1-10, whether you need development for a blockchain project or simply consulting. get in  Show more ,https://linkedin.com/company/chainsulting,https://twitter.com/chainsulting,hello@chainsulting.de,"Flensburg,Schleswig-Holstein,Germany,Europe",Over 100,2017
3,67,ABDK Consulting,https://www.abdk.consulting/,https://github.com/abdk-consulting/audits,1,1.0,2800,1-10, abdk: smart contracts and blockchain services ,https://www.linkedin.com/company/abdk-consulting/,https://x.com/ABDKconsulting,dmitry@abdkconsulting.com,Estonia,Over 100,
3,71,CoinFabrik,https://www.coinfabrik.com/,https://blog.coinfabrik.com/category/smart-contracts/smart-contract-audit-smart-contracts/,1,1.0,3000,51-100," we are a research, development, and security auditing company specialized in web3  Show more ",https://www.linkedin.com/company/coinfabrik/,https://twitter.com/coinfabrik,arturo.pfeiffer@coinfabrik.com,"Buenos Aires,Distrito Federal,Argentina,South America",More than 200 projects audited,2014
3,82,New Alchemy,https://newalchemy.io/,https://medium.com/new-alchemy/tagged/security,1,1.0,3300,101-250, new alchemy is a leading blockchain strategy and technology group specializing in  Show more ,https://www.linkedin.com/company/17987663,https://twitter.com/newalchemy,press@newalchemy.io,"Seattle,Washington,United States,North America",,2016
3,68,CredShields,https://credshields.com/index.html,https://github.com/Credshields/Audit-Reports,1,1.5,3900,11-50,"We are building SolidityScan.com, a cloud-based smart contract security scanner that provides audit reports with a click of a button",https://www.linkedin.com/company/credshields,https://twitter.com/CredShields,info@credshields.com,"Singapore,Central Region,Singapore,Asia",Over 50 Web3 companies secured,2021
3,73,Oak Security,https://www.oaksecurity.io/,https://github.com/oak-security/audit-reports,1,1.0,4400,11-50," oak security provides security audits, specializing in third-generation blockchains and  Show more ",https://www.linkedin.com/company/oaksecurity,https://twitter.com/SecurityOak,info@oaksecurity.io,"Munich,Bayern,Germany,Europe",150+,2021
3,84,Solidified,https://solidified.io/,https://github.com/solidified-platform/audits,2,1.0,6400,11-50,Solidified is one of the longest-serving smart contract auditing firms in existence,https://www.linkedin.com/company/24999284/,https://twitter.com/SolidifiedHQ,info@solidified.io,"Incline Village,Nevada,United States,North America",Over 200 projects,2017
3,83,Coinspect,https://www.coinspect.com/,https://github.com/coinspect/publications,3,1.0,12100,11-50, coinspect security for a decentralized world ,https://www.linkedin.com/company/coinspect/,https://twitter.com/coinspect,info@coinspect.com,"Windsor,Colorado,United States,North America",Over 50,2014
3,86,Statemind,https://statemind.io/,https://github.com/statemindio/public-audits,3,1.0,12100,11-50, blockchain security: solidity and vyper smart contract audits ,https://www.linkedin.com/company/statemindio/,https://twitter.com/statemindio,business@statemind.io,,"Notable audits completed (e.g., Lido), but exact number not specified",2022
3,69,SmartState,https://smartstate.tech/,https://smartstate.tech/reports.html,3,1.0,13500,11-50, blockchain security & smart contract audit company. we are experienced in evm  Show more ,https://www.linkedin.com/mwlite/company/smartstate,https://twitter.com/smartstatetech,info@smartstate.tech,"Dubai,Dubai,United Arab Emirates,Asia","Extensive (e.g., EYWA, 1inch, DAO Maker, Hubble)",2019
3,80,Inspex,https://inspex.co/,https://app.inspex.co/library,3,1.0,14200,1-10, ensure the integrity and security of your smart contracts with our professional and  Show more ,https://www.linkedin.com/company/inspexco/about/,https://twitter.com/InspexCo,inspex10@yahoo.com,"Jersey City,New Jersey,United States,North America","Comprehensive dashboard, supporting 10+ blockchain networks",
3,85,Somish,https://www.somish.com/blockchain/smart-contract-audit/,https://www.somish.com/portfolio,3,1.0,14400,11-50, india's leading blockchain development services company. 21+ projects. smart contract  Show more ,https://www.linkedin.com/company/somish,https://twitter.com/somish_in,contact@somish.com,"New Delhi,Delhi,India,Asia","Involved since 2016, specific number not quantified",2006
3,74,ShellBoxes,https://shellboxes.com/,https://github.com/shellboxes/public-audit-reports,3,1.0,15700,11-50,a leading Web3 company focused on providing top-notch blockchain security and development services.,https://www.linkedin.com/company/shellboxes,https://twitter.com/ShellBoxes,contact@shellboxes.com,"Marrakesh,Marrakech-Tensift-Al Haouz,Morocco,Africa","Audited five million+ lines of code, secured over $1 billion in funds, assessed 500+ projects",
3,81,Iosiro,https://www.iosiro.com/,https://www.iosiro.com/audits,3,1.0,17300,1-10, industry leading security services ,https://www.linkedin.com/company/iosiro,https://twitter.com/iosiro_security,hello@iosiro.com,"Rosebank,New South Wales,Australia,Oceania","Several audits, including Nexus Mutual Tokenomics, Synthetix versions, Izar Release, 1inch, Kwenta Token, etc.",2017
3,87,Kalos,https://www.kalos.xyz/,https://github.com/kalos-xyz/Publications,3,1.0,17400,1-10, our comprehensive blockchain & smart contract security audit service is designed to  Show more ,,https://twitter.com/kalos_security,David@kalosfarms.com,"Whitewright,Texas,United States,North America",400+ since 2018,
3,63,Omniscia,https://omniscia.io/about-us,https://omniscia.io/,3,1.0,18200,1-10, decentralized team of experienced smart contract auditors with deep expertise building  Show more ,https://www.linkedin.com/company/omniscia/,https://twitter.com/Omniscia_sec,info@omniscia.io,"Brussels,Brussels Hoofdstedelijk Gewest,Belgium,Europe",Over 400 projects,2021
3,78,BlockApex,https://blockapex.io,https://blockapex.io/audit-reports/,3,1.0,18300,11-50, blockapex - a unified front for web3 security. a smart contract audit & tokenomics  Show more ,https://www.linkedin.com/company/blockapex/,https://twitter.com/block_apex,hello@blockapex.io,"Karachi,Sindh,Pakistan,Asia",Around 30,2021
3,75,Ackee Blockchain,https://ackeeblockchain.com/,https://ackeeblockchain.com/blog/list-of-our-public-audits/,4,1.0,21400,1-10, we perform security audits and assessments on ethereum and solana. our mission is to  Show more ,https://www.linkedin.com/company/ackee-blockchain/,https://mobile.twitter.com/ackeeblockchain,hello@ackeeblockchain.com,"Prague,Hlavni mesto Praha,Czech Republic,Europe",Around 30,2021
3,64,Least Authority,https://leastauthority.com/,https://leastauthority.com/security-consulting/published-audits/,4,1.0,24100,11-50, focus on security we help projects improve their security and build secure technology.  Show more ,https://www.linkedin.com/company/leastauthority/,https://twitter.com/LeastAuthority,contactus@leastauthority.com,"Berlin,Berlin,Germany,Europe","Numerous audits from 2014 to 2023 (Cube3, Safeheron, etc.)",2011
3,66,Blaize,https://blaize.tech,https://blaize.tech/clients/,4,1.0,29700,51-100,"the blaize team provides outsourced blockchain development for startups and enterprises. we specialize in dapps, smart contracts and defi development.",https://www.linkedin.com/company/blaizetech/,https://twitter.com/blaize_tech,info@blaize.tech,"Kiev,Kyyivs'ka Oblast',Ukraine,Europe","Over 150 smart contract audits, 105,000 code lines audited",2016
3,59,Sigma Prime,https://sigmaprime.io/,https://github.com/sigp/public-audits,5,1.0,33700,11-50,"Sigma Prime specialises in information security, blockchain, and system design",https://www.linkedin.com/company/sigmaprime/,,contact@sigmaprime.io,"Sydney,New South Wales,Australia,Oceania",Extensive history in decentralized technology,2016
3,58,Numen Cyber,www.numencyber.com,https://github.com/numencyber/Public_Report,5,2.5,34600,11-50, numen cyber specializes in web3 security and threat detection & response. our  Show more ,https://www.linkedin.com/company/numencyber,https://twitter.com/numencyber,contact@numencyber.com,"Singapore,Central Region,Singapore,Asia","Various audits (e.g., Althena, Suiet Wallet)",2021
3,76,Macro,https://0xmacro.com/,https://0xmacro.com/library,5,1.0,35500,11-50, macro is trusted by multiple leading industry names in defi and crypto for smart contract auditing. ,https://www.linkedin.com/company/staymacro/,https://twitter.com/staymacro,info@macro.ventures,"Los Angeles,California,United States,North America","32 audits from March 31, 2023, to November 2, 2023",2015
3,60,ImmuneBytes,https://www.immunebytes.com/,https://github.com/ImmuneBytes/Smart-Contract-Audit-Reports/,5,1.0,65300,51-100, description: immunebytes is the worlds leading web 3/blockchain audit firm that offers  Show more ,https://www.linkedin.com/company/immunebytes/,https://twitter.com/ImmuneBytes,support@immunebytes.com,"New Delhi,Delhi,India,Asia",Over 175 Web 3.0 projects,2020
3,77,Hacxyk,https://hacxyk.com/,https://hacxyk.com/,1,1.0, ,1-10, hacxyk - web3 defi smart contract security audit ,,https://twitter.com/Hacxyk,hello@hacxyk.com,,,2022
3,88,G0 Group,https://github.com/g0-group,https://github.com/g0-group/Audits,1,1.0, ,,  ,,,,,Performs security reviews of blockchain projects (number not specified),
3,89,SMC Auditors,https://smcauditors.com,https://github.com/smcauditors/smart-contract-audits,1,1.0, ,, premier cybersecurity consulting company with an extensive focus on blockchain security.  Show more ,,,,,,
